file,size_bytes,width,height,layer_count,scan_flagged,editor,editor_version,state,opened,resave_rejected,issue,render_byte_match_pct,render_perceptual_match_pct,pixels_off_pct,perceptually_off_pct,rmse,ssim_mean,delta_e_mean,objects_rendered_ok,objects_scored,roundtrip_match_pct,native_kept,native_total,native_score_pct,text_kept,text_total,adjustments_kept,adjustments_total,smart_objects_kept,smart_objects_total,groups_kept,groups_total,fills_kept,fills_total,rasters_kept,rasters_total,user_masks_kept,user_masks_total,vector_masks_kept,vector_masks_total,live_effects_kept,live_effects_total,clipped_layers_kept,clipped_layers_total,blend_settings_kept,blend_settings_total
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_before.psd,38784,200,200,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_after.psd,38784,200,200,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case2_big_to_small_before.psd,50072,200,200,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_after.psd,49726,200,200,2,false,affinity,3.2.3.4646,done,true,false,,99.6700,100.0000,0.3300,0.0000,0.634,1.0,0.01,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case3_scaled_then_replace_before.psd,38614,200,200,2,false,affinity,3.2.3.4646,done,true,false,,99.8400,100.0000,0.1550,0.0000,0.453,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.047,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_after.psd,49444,200,200,2,false,affinity,3.2.3.4646,done,true,false,,99.8600,100.0000,0.1450,0.0000,0.444,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case4_dpi_before.psd,38782,200,200,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case5_after.psd,53456,200,200,3,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_after.psd,53456,200,200,3,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,3,3,100.0000,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e5_case5_before.psd,41748,200,200,3,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,3,3,100.0000,1,3,33.3300,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
ps2026_e6_warp_after.psd,40528,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_after.psd,40528,200,200,2,false,affinity,3.2.3.4646,done,true,false,,97.6600,93.2000,2.3400,6.8050,29.005,0.9472,1.05,1,2,93.2000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e6_warp_before.psd,40542,200,200,2,false,affinity,3.2.3.4646,done,true,false,,97.6600,93.2000,2.3400,6.8050,29.005,0.9472,1.05,1,2,93.2000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_place_fit_large.psd,270968,96,96,2,true,affinity,3.2.3.4646,done,true,false,,96.5700,70.3100,3.4290,29.6880,31.256,0.8844,2.21,0,2,70.3100,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,1,1,100.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,1,1,100.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,0,1,0.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,0,1,0.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,0,1,0.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,1,1,100.0000,1,1,100.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ps2026_plastic_wrap_probe.psd,1084892,64,64,1,true,affinity,3.2.3.4646,done,true,false,,52.1200,48.4900,47.8760,51.5140,17.347,0.7849,2.86,0,1,48.4900,0,1,0.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
