file,size_bytes,width,height,layer_count,scan_flagged,editor,editor_version,state,opened,resave_rejected,issue,render_byte_match_pct,render_perceptual_match_pct,pixels_off_pct,perceptually_off_pct,rmse,ssim_mean,delta_e_mean,objects_rendered_ok,objects_scored,roundtrip_match_pct,native_kept,native_total,native_score_pct,text_kept,text_total,adjustments_kept,adjustments_total,smart_objects_kept,smart_objects_total,groups_kept,groups_total,fills_kept,fills_total,rasters_kept,rasters_total,user_masks_kept,user_masks_total,vector_masks_kept,vector_masks_total,live_effects_kept,live_effects_total,clipped_layers_kept,clipped_layers_total,blend_settings_kept,blend_settings_total
Horror VirtualBoy.psd,12598928,2480,3508,6,true,affinity,3.2.3.4646,done,true,false,,98.6900,98.6400,1.3130,1.3640,16.277,0.9887,0.48,6,6,98.6300,4,6,66.6700,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,6
interface_mock2.psd,1006159,1024,600,11,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,10,10,100.0000,11,11,100.0000,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11
interface_mock2.psd,1006159,1024,600,11,true,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,10,10,100.0000,11,11,100.0000,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11
interface_mock2.psd,1006159,1024,600,11,true,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.026,1.0,0.0,10,10,100.0000,11,11,100.0000,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11
interface_mock2.psd,1006159,1024,600,11,true,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.052,1.0,0.0,10,10,100.0000,11,11,100.0000,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11
interface_mock2.psd,1006159,1024,600,11,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,2.4100,0.2600,97.5910,99.7420,132.145,0.6204,37.38,0,10,0.2600,10,11,90.9100,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,10,10
interface_mock2.psd,1006159,1024,600,11,true,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.072,1.0,0.01,10,10,100.0000,11,11,100.0000,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11
interface_mock2.psd,1006159,1024,600,11,true,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.056,1.0,0.0,10,10,100.0000,9,11,81.8200,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,9,9
ipad_main_v04.psd,11657444,1024,768,29,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,20,20,100.0000,29,29,100.0000,8,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,10,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,patchy,879a3a8,done,true,false,,98.7400,100.0000,1.2560,0.0000,1.618,0.9991,0.25,20,20,100.0000,29,29,100.0000,8,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,10,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,krita,5.3.2.1 (git 0619060),done,true,false,,22.9800,99.8100,77.0160,0.1870,6.645,0.9921,3.04,20,20,99.9900,29,29,100.0000,8,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,10,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,gimp,3.2.4,done,true,false,,23.1800,92.5200,76.8160,7.4840,18.198,0.9685,4.45,7,20,93.2000,21,29,72.4100,0,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,0,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,61.5000,93.9200,38.5010,6.0770,17.684,0.9676,3.87,7,20,94.0200,21,29,72.4100,0,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,0,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,photopea,web (Chrome host),done,true,false,,99.8700,100.0000,0.1320,0.0000,0.731,0.9993,0.22,20,20,100.0000,29,29,100.0000,8,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,10,10,0,0,29,29
ipad_main_v04.psd,11657444,1024,768,29,false,affinity,3.2.3.4646,done,true,false,,95.2300,97.9300,4.7660,2.0740,8.544,0.987,1.01,16,20,72.7900,21,29,72.4100,0,8,0,0,0,0,3,3,0,0,18,18,0,0,0,0,10,10,0,0,26,29
Launcher-icon-template.psd,3339987,1070,900,283,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,126,126,100.0000,283,283,100.0000,0,0,0,0,0,0,72,72,170,170,41,41,19,19,186,186,125,125,30,30,283,283
Launcher-icon-template.psd,3339987,1070,900,283,true,patchy,879a3a8,done,true,false,,98.0500,99.2700,1.9520,0.7300,4.715,0.9982,0.2,111,126,100.0000,283,283,100.0000,0,0,0,0,0,0,72,72,170,170,41,41,19,19,186,186,125,125,30,30,283,283
Launcher-icon-template.psd,3339987,1070,900,283,true,krita,5.3.2.1 (git 0619060),done,true,true,resave rejected by Photoshop,81.4800,86.6100,18.5190,13.3870,21.019,0.9625,2.26,38,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Launcher-icon-template.psd,3339987,1070,900,283,true,gimp,3.2.4,done,true,false,,79.3900,85.4500,20.6110,14.5500,27.484,0.9633,2.89,33,126,85.7400,89,283,31.4500,0,0,0,0,0,0,52,72,0,170,37,41,19,19,0,179,0,120,27,27,254,254
Launcher-icon-template.psd,3339987,1070,900,283,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,77.8800,84.9800,22.1180,15.0230,27.956,0.9584,2.98,33,126,0.1700,1,283,0.3500,0,0,0,0,0,0,0,72,0,170,1,41,0,0,0,0,0,0,0,0,1,1
Launcher-icon-template.psd,3339987,1070,900,283,true,photopea,web (Chrome host),done,true,false,,97.4700,98.4300,2.5280,1.5740,2.714,0.9921,0.15,117,126,100.0000,283,283,100.0000,0,0,0,0,0,0,72,72,170,170,41,41,19,19,186,186,125,125,30,30,283,283
Launcher-icon-template.psd,3339987,1070,900,283,true,affinity,3.2.3.4646,done,true,false,,95.8600,97.8800,4.1440,2.1240,3.952,0.9906,0.32,115,126,93.5600,186,283,65.7200,0,0,0,0,0,0,72,72,91,170,23,41,11,15,107,179,51,123,5,5,186,258
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,142,142,100.0000,210,210,100.0000,40,40,0,0,53,53,63,63,52,52,2,2,60,60,52,52,0,0,0,0,210,210
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.017,1.0,0.0,142,142,100.0000,210,210,100.0000,40,40,0,0,53,53,63,63,52,52,2,2,60,60,52,52,0,0,0,0,210,210
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,krita,5.3.2.1 (git 0619060),done,true,false,,4.6000,21.3500,95.4050,78.6540,110.423,0.814,39.35,42,142,21.3700,156,210,74.2900,39,40,0,0,0,53,63,63,52,52,2,2,8,60,52,52,0,0,0,0,209,209
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,gimp,3.2.4,done,true,false,,0.0000,25.7000,100.0000,74.3050,131.385,0.8193,45.9,54,142,25.6900,62,210,29.5200,0,40,0,0,0,53,60,63,0,52,2,2,44,44,0,1,0,0,0,0,102,102
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,4.6000,21.2400,95.4050,78.7630,111.142,0.813,39.61,42,142,25.7600,64,210,30.4800,0,40,0,0,0,53,63,63,0,52,1,2,44,60,0,52,0,0,0,0,209,209
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.012,1.0,0.0,142,142,100.0000,210,210,100.0000,40,40,0,0,53,53,63,63,52,52,2,2,60,60,52,52,0,0,0,0,210,210
LaunchImagesAndIcons-2016.psd,82495193,3774,3461,210,true,affinity,3.2.3.4646,done,true,false,,98.4700,100.0000,1.5270,0.0000,1.912,0.9995,0.14,142,142,100.0000,116,210,55.2400,0,40,0,0,0,53,63,63,52,52,1,2,60,60,52,52,0,0,0,0,146,209
mow_master.psd,9097049,800,600,36,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,30,30,100.0000,36,36,100.0000,5,5,0,0,0,0,0,0,0,0,31,31,0,0,0,0,10,10,0,0,36,36
mow_master.psd,9097049,800,600,36,true,patchy,879a3a8,done,true,false,,90.1100,97.1200,9.8950,2.8780,6.301,0.9856,0.56,29,30,100.0000,36,36,100.0000,5,5,0,0,0,0,0,0,0,0,31,31,0,0,0,0,10,10,0,0,36,36
mow_master.psd,9097049,800,600,36,true,krita,5.3.2.1 (git 0619060),done,true,true,resave rejected by Photoshop,82.0200,78.6500,17.9780,21.3470,47.408,0.8117,6.56,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,
mow_master.psd,9097049,800,600,36,true,gimp,3.2.4,done,true,false,,80.0100,78.8100,19.9860,21.1900,32.673,0.8119,4.7,19,30,78.8100,30,36,83.3300,0,5,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,9,0,0,35,35
mow_master.psd,9097049,800,600,36,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,81.5500,79.4200,18.4500,20.5790,34.113,0.8206,4.81,19,30,79.4200,31,36,86.1100,0,5,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,10,0,0,35,36
mow_master.psd,9097049,800,600,36,true,photopea,web (Chrome host),done,true,false,,91.5500,96.5200,8.4510,3.4830,6.69,0.9838,0.62,29,30,100.0000,36,36,100.0000,5,5,0,0,0,0,0,0,0,0,31,31,0,0,0,0,10,10,0,0,36,36
mow_master.psd,9097049,800,600,36,true,affinity,3.2.3.4646,done,true,false,,91.2800,97.7600,8.7150,2.2360,12.177,0.9841,0.51,28,30,88.2100,31,36,86.1100,0,5,0,0,0,0,0,0,0,0,31,31,0,0,0,0,6,10,0,0,35,36
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
patchy-plastic-wrap-photoshop-resave.psd,40642,96,96,2,true,affinity,3.2.3.4646,done,true,false,,97.7400,86.8900,2.2570,13.1080,26.218,0.9295,0.98,1,2,86.8900,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
pinball_from_photoshop.psd,1745690,1200,849,6,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,4,4,100.0000,6,6,100.0000,0,0,0,0,3,3,2,2,0,0,1,1,0,0,0,0,3,3,0,0,6,6
pinball_from_photoshop.psd,1745690,1200,849,6,true,patchy,879a3a8,done,true,false,,93.2300,92.2200,6.7690,7.7810,13.356,0.9641,0.8,2,4,100.0000,6,6,100.0000,0,0,0,0,3,3,2,2,0,0,1,1,0,0,0,0,3,3,0,0,6,6
pinball_from_photoshop.psd,1745690,1200,849,6,true,krita,5.3.2.1 (git 0619060),done,true,false,,0.0400,0.3200,99.9570,99.6760,234.153,0.8756,86.4,0,4,72.6200,3,6,50.0000,0,0,0,0,0,3,2,2,0,0,1,1,0,0,0,0,2,3,0,0,6,6
pinball_from_photoshop.psd,1745690,1200,849,6,true,gimp,3.2.4,done,true,false,,64.2000,70.7100,35.7950,29.2910,60.142,0.8645,9.02,0,4,70.7100,2,6,33.3300,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,0,0,3,0,0,5,5
pinball_from_photoshop.psd,1745690,1200,849,6,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,68.1800,72.6100,31.8150,27.3850,66.217,0.8754,10.31,0,4,72.6100,3,6,50.0000,0,0,0,0,0,3,2,2,0,0,1,1,0,0,0,0,0,3,0,0,6,6
pinball_from_photoshop.psd,1745690,1200,849,6,true,photopea,web (Chrome host),done,true,false,,89.0400,93.1800,10.9580,6.8190,13.098,0.9703,0.9,4,4,100.0000,6,6,100.0000,0,0,0,0,3,3,2,2,0,0,1,1,0,0,0,0,3,3,0,0,6,6
pinball_from_photoshop.psd,1745690,1200,849,6,true,affinity,3.2.3.4646,done,true,false,,68.9600,73.6600,31.0390,26.3350,38.483,0.8664,5.46,0,4,73.6700,3,6,50.0000,0,0,0,0,0,3,2,2,0,0,1,1,0,0,0,0,1,3,0,0,4,6
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,37,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,2,2,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,patchy,879a3a8,done,true,false,,59.4200,83.4600,40.5850,16.5430,18.032,0.9314,2.81,16,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,2,2,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,krita,5.3.2.1 (git 0619060),failed,false,false,editor failed to open source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,gimp,3.2.4,failed,false,false,editor failed to open source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,1.8200,21.0400,98.1750,78.9620,86.425,0.5219,20.14,1,37,21.0400,19,49,38.7800,0,0,0,1,0,29,6,6,0,0,13,13,0,2,0,0,0,29,0,0,48,48
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,photopea,web (Chrome host),done,true,false,,58.5700,80.7500,41.4270,19.2510,19.945,0.9324,3.22,13,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,2,2,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_patchy.psd,31817614,1200,849,49,true,affinity,3.2.3.4646,done,true,false,,25.0300,42.7100,74.9730,57.2870,48.857,0.7316,10.48,1,37,31.1700,20,49,40.8200,0,0,1,1,0,29,6,6,0,0,13,13,0,2,0,0,10,29,0,0,43,49
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,37,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,3,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,patchy,879a3a8,done,true,false,,56.2200,83.0400,43.7850,16.9550,18.172,0.9298,2.95,16,37,99.4200,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,2,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,krita,5.3.2.1 (git 0619060),done,true,false,,1.0500,59.1300,98.9540,40.8710,77.348,0.7782,16.06,2,37,61.9800,19,49,38.7800,0,0,0,1,0,29,6,6,0,0,13,13,3,3,0,0,12,29,0,0,49,49
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,gimp,3.2.4,done,true,false,,1.7700,41.4400,98.2300,58.5620,76.67,0.7179,16.05,0,37,16.8300,14,49,28.5700,0,0,0,1,0,29,5,6,0,0,9,13,2,2,0,0,0,26,0,0,42,42
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,1.8200,19.8500,98.1780,80.1460,86.611,0.5188,20.32,1,37,19.8500,19,49,38.7800,0,0,0,1,0,29,6,6,0,0,13,13,0,2,0,0,0,29,0,0,48,48
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,photopea,web (Chrome host),done,true,false,,57.5300,78.9100,42.4670,21.0890,20.268,0.93,3.38,13,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,3,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3_from_photoshop.psd,29998172,1200,849,49,true,affinity,3.2.3.4646,done,true,false,,24.5500,39.9600,75.4480,60.0410,49.146,0.7272,10.72,1,37,30.1100,20,49,40.8200,0,0,1,1,0,29,6,6,0,0,13,13,0,3,0,0,10,29,0,0,43,49
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,37,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,3,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,patchy,879a3a8,done,true,false,,56.2200,83.0400,43.7850,16.9550,18.172,0.9298,2.95,16,37,99.4200,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,2,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,krita,5.3.2.1 (git 0619060),done,true,false,,1.0500,59.1300,98.9540,40.8710,77.348,0.7782,16.06,2,37,61.9800,19,49,38.7800,0,0,0,1,0,29,6,6,0,0,13,13,3,3,0,0,12,29,0,0,49,49
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,gimp,3.2.4,done,true,false,,1.7700,41.4400,98.2300,58.5620,76.67,0.7179,16.05,0,37,16.8300,14,49,28.5700,0,0,0,1,0,29,5,6,0,0,9,13,2,2,0,0,0,26,0,0,42,42
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,1.8200,19.8500,98.1780,80.1460,86.611,0.5188,20.32,1,37,19.8500,19,49,38.7800,0,0,0,1,0,29,6,6,0,0,13,13,0,2,0,0,0,29,0,0,48,48
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,photopea,web (Chrome host),done,true,false,,57.5300,78.9100,42.4670,21.0890,20.268,0.93,3.38,13,37,100.0000,49,49,100.0000,0,0,1,1,29,29,6,6,0,0,13,13,3,3,0,0,29,29,0,0,49,49
pinball_retronight_poster_a3.psd,31909178,1200,849,49,true,affinity,3.2.3.4646,done,true,false,,24.5500,39.9600,75.4480,60.0410,49.146,0.7272,10.72,1,37,30.1100,20,49,40.8200,0,0,1,1,0,29,6,6,0,0,13,13,0,3,0,0,10,29,0,0,43,49
Polymega jump test.psd,68559248,4032,3024,4,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,4,4,100.0000,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,4,4
Polymega jump test.psd,68559248,4032,3024,4,true,patchy,879a3a8,done,true,false,,99.6900,100.0000,0.3140,0.0000,0.581,0.9998,0.05,2,2,100.0000,4,4,100.0000,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,4,4
Polymega jump test.psd,68559248,4032,3024,4,true,krita,5.3.2.1 (git 0619060),done,true,false,,67.2700,63.9700,32.7270,36.0250,75.712,0.7399,11.41,0,2,64.0900,3,4,75.0000,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3
Polymega jump test.psd,68559248,4032,3024,4,true,gimp,3.2.4,done,true,false,,70.1700,71.0200,29.8300,28.9760,80.808,0.776,11.89,0,2,71.0200,2,4,50.0000,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,2
Polymega jump test.psd,68559248,4032,3024,4,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,70.1700,71.0200,29.8300,28.9760,80.808,0.776,11.89,0,2,71.0200,3,4,75.0000,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,4,4
Polymega jump test.psd,68559248,4032,3024,4,true,photopea,web (Chrome host),done,true,false,,99.9100,100.0000,0.0880,0.0000,0.495,0.9998,0.04,2,2,100.0000,4,4,100.0000,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,4,4
Polymega jump test.psd,68559248,4032,3024,4,true,affinity,3.2.3.4646,done,true,false,,72.1900,70.8500,27.8100,29.1510,65.112,0.8175,8.9,0,2,70.9500,2,4,50.0000,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,3,3
polymega_famicom.psd,10850300,1200,1600,2,true,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,patchy,879a3a8,done,true,false,,99.8900,100.0000,0.1100,0.0000,0.409,1.0,0.02,2,2,100.0000,2,2,100.0000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,krita,5.3.2.1 (git 0619060),done,true,false,,82.2500,82.2200,17.7520,17.7780,52.912,0.8921,5.93,1,2,85.4200,2,2,100.0000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,gimp,3.2.4,done,true,false,,81.1700,82.5300,18.8320,17.4680,62.674,0.8872,7.68,1,2,82.5300,1,2,50.0000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,photodemon,2026.01.0251 (testy CLI build),done,true,false,,81.1700,82.5300,18.8320,17.4680,62.674,0.8872,7.68,1,2,82.5300,1,2,50.0000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,photopea,web (Chrome host),done,true,false,,99.9900,100.0000,0.0110,0.0000,0.317,1.0,0.02,2,2,100.0000,2,2,100.0000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2
polymega_famicom.psd,10850300,1200,1600,2,true,affinity,3.2.3.4646,done,true,false,,81.6900,82.2900,18.3150,17.7090,49.801,0.9008,5.91,1,2,82.3400,1,2,50.0000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,photodemon,2026.01.0251 (testy CLI build),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,photopea,web (Chrome host),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_converted_smart_object.psd,1077036,96,96,2,false,affinity,3.2.3.4646,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,photoshop,27.8.0,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,patchy,879a3a8,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,2,2,100.0000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,krita,5.3.2.1 (git 0619060),done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
ps2026_e5_case1_small_to_big_after.psd,50072,200,200,2,false,gimp,3.2.4,done,true,false,,100.0000,100.0000,0.0000,0.0000,0.0,1.0,0.0,2,2,100.0000,1,2,50.0000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
